cb,trademark,model,diameter,gain
11,ANDREW CORPORATION,KP10F-13,3.0,30.7
11,ANDREW CORPORATION,KP3F-13,0.9,21.4
11,ANDREW CORPORATION,KP4F-13,1.2,23.8
11,ANDREW CORPORATION,KP6F-13,1.8,27.2
11,ANDREW CORPORATION,KP8F-13,2.4,29.4
11,ANDREW CORPORATION,FP4F-13,1.2,22.4
11,ANDREW CORPORATION,FP6F-13,1.8,25.9
11,ANDREW CORPORATION,FP8F-13,2.4,28.8
11,ANDREW CORPORATION,FPHP4F-13,1.2,22.3
11,ANDREW CORPORATION,FPHP6F-13,1.8,25.8
11,ANDREW CORPORATION,FPHP8F-13,2.4,28.7
11,ANDREW CORPORATION,KPR10F-13,3.0,30.5
11,ANDREW CORPORATION,KPR13F-13,3.9,32.9
11,ANDREW CORPORATION,KPR3F-13,0.9,20.1
11,ANDREW CORPORATION,KPR4F-13,1.2,23.6
11,ANDREW CORPORATION,KPR6F-13,1.8,27.0
11,ANDREW CORPORATION,KPR8F-13,2.4,28.8
11,ANDREW CORPORATION,FP10F-15D,3.0,30.6
11,ANDREW CORPORATION,FP12F-15D,3.6,31.8
11,ANDREW CORPORATION,FP4F-15E,1.2,22.9
11,ANDREW CORPORATION,FP6F-15E,1.8,26.2
11,ANDREW CORPORATION,FP8F-15E,2.4,29.0
11,ANDREW CORPORATION,GP10-15B,3.0,31.0
11,ANDREW CORPORATION,GP10F-15B,3.0,31.0
11,ANDREW CORPORATION,GP12-15A,3.6,32.2
11,ANDREW CORPORATION,GP12F-15A,3.6,32.2
11,ANDREW CORPORATION,GP15-15A,4.5,34.0
11,ANDREW CORPORATION,GP15F-15A,4.5,34.0
11,ANDREW CORPORATION,GP6-15B,1.8,26.5
11,ANDREW CORPORATION,GP6F-15B,1.8,26.5
11,ANDREW CORPORATION,GP8-15B,2.4,29.0
11,ANDREW CORPORATION,GP8F-15B,2.4,29.0
11,ANDREW CORPORATION,KP10-15D,3.0,30.8
11,ANDREW CORPORATION,KP10-15D,3.0,30.8
11,ANDREW CORPORATION,KP10F-15,3.0,30.7
11,ANDREW CORPORATION,KP13-15B,3.9,33.2
11,ANDREW CORPORATION,KP13F-15,3.9,33.1
11,ANDREW CORPORATION,KP13F-15B,3.9,33.2
11,ANDREW CORPORATION,KP4-15A,1.2,23.5
11,ANDREW CORPORATION,KP4F-15,1.2,23.4
11,ANDREW CORPORATION,KP6-15C,1.8,27.2
11,ANDREW CORPORATION,KP6-15C,1.8,27.2
11,ANDREW CORPORATION,KP6F-15,1.8,27.1
11,ANDREW CORPORATION,KP6F-15C,1.8,27.2
11,ANDREW CORPORATION,KP8-15B,2.4,28.8
11,ANDREW CORPORATION,KP8F-15,2.4,28.7
11,ANDREW CORPORATION,KPR10F-15,3.0,30.8
11,ANDREW CORPORATION,KPR13F-15,3.9,33.1
11,ANDREW CORPORATION,KPR4F-15,1.2,23.5
11,ANDREW CORPORATION,KPR6F-15,1.8,27.2
11,ANDREW CORPORATION,KPR8F-15,2.4,29.3
11,ANDREW CORPORATION,P4-15C,1.2,23.0
11,ANDREW CORPORATION,P4F-15,1.2,23.0
11,ANDREW CORPORATION,P4F-15E,1.2,23.0
11,ANDREW CORPORATION,P8-15C,2.4,29.0
11,ANDREW CORPORATION,P8F-15C,2.4,29.0
11,ANDREW CORPORATION,PL10F-15,3.0,31.0
11,ANDREW CORPORATION,PL6F-15,1.8,26.5
11,ANDREW CORPORATION,PL8F-15,2.4,29.0
11,GABRIEL ELECTRONICS. INC.,GHA4-15A,1.2,23.0
11,GABRIEL ELECTRONICS. INC.,GHA6-15A,1.8,26.6
11,GABRIEL ELECTRONICS. INC.,GHF10-15,3.0,30.9
11,GABRIEL ELECTRONICS. INC.,GHF3-15,0.9,20.7
11,GABRIEL ELECTRONICS. INC.,GHF4-15A,1.2,23.0
11,GABRIEL ELECTRONICS. INC.,GHF6-15A,1.8,26.6
11,GABRIEL ELECTRONICS. INC.,GHF8-15,2.4,28.9
11,MARK ANTENNAS DIV. RSINC.,HP-15A120,3.0,31.2
11,MARK ANTENNAS DIV. RSINC.,P-15A120,3.0,31.2
11,MARK ANTENNAS DIV. RSINC.,P-15A120G,3.0,30.7
11,MARK ANTENNAS DIV. RSINC.,P-15A144,3.6,32.6
11,MARK ANTENNAS DIV. RSINC.,P-15A144G,3.6,33.0
11,MARK ANTENNAS DIV. RSINC.,P-15A180G,4.5,34.5
11,MARK ANTENNAS DIV. RSINC.,P-15A24,0.6,16.9
11,MARK ANTENNAS DIV. RSINC.,P-15A36G,0.9,21.1
11,MARK ANTENNAS DIV. RSINC.,P-15A48,1.2,23.5
11,MARK ANTENNAS DIV. RSINC.,P-15A48G-1,1.2,23.7
11,MARK ANTENNAS DIV. RSINC.,P-15A48G-2,1.2,23.7
11,MARK ANTENNAS DIV. RSINC.,P-15A48G-U,1.2,23.7
11,MARK ANTENNAS DIV. RSINC.,P-15A48KG,1.2,23.7
11,MARK ANTENNAS DIV. RSINC.,P-15A72,1.8,27.0
11,MARK ANTENNAS DIV. RSINC.,P-15A72G,1.8,27.5
11,MARK ANTENNAS DIV. RSINC.,P-15A96,2.4,29.5
11,MARK ANTENNAS DIV. RSINC.,P-15A96G,2.4,29.5
21,GABRIEL ELECTRONICS. INC.,GHA10-17,3.0,32.4
21,GABRIEL ELECTRONICS. INC.,GHA12-17,3.6,34.0
21,GABRIEL ELECTRONICS. INC.,GHA12-17A,3.6,34.0
21,GABRIEL ELECTRONICS. INC.,GHA4-17,1.2,24.6
21,GABRIEL ELECTRONICS. INC.,GHA6-17,1.8,28.0
21,GABRIEL ELECTRONICS. INC.,GHA6-17A,1.8,28.0
21,GABRIEL ELECTRONICS. INC.,GHA8-17A,2.4,30.5
21,GABRIEL ELECTRONICS. INC.,GHF10-17,3.0,32.4
21,GABRIEL ELECTRONICS. INC.,GHF12-17,3.6,34.0
21,GABRIEL ELECTRONICS. INC.,GHF12-17A,3.6,34.0
21,GABRIEL ELECTRONICS. INC.,GHF4-17,1.2,24.6
21,GABRIEL ELECTRONICS. INC.,GHF6-17,1.8,28.0
21,GABRIEL ELECTRONICS. INC.,GHF6-17A,1.8,28.0
21,GABRIEL ELECTRONICS. INC.,GHF8-17A,2.4,30.5
21,GABRIEL ELECTRONICS. INC.,GHF8-17B,2.4,30.5
21,GABRIEL ELECTRONICS. INC.,HP10P-2J17A,3.0,32.2
21,GABRIEL ELECTRONICS. INC.,HP8P-2J17A,2.4,30.3
21,GABRIEL ELECTRONICS. INC.,HPF10-17ASE,3.0,32.2
21,GABRIEL ELECTRONICS. INC.,HPF6-17ASE,1.8,27.7
21,GABRIEL ELECTRONICS. INC.,HPF8-17ASE,2.4,30.3
21,GABRIEL ELECTRONICS. INC.,RF10P-2J17A,3.0,32.5
21,GABRIEL ELECTRONICS. INC.,RF12P-2J17A,3.6,34.1
21,GABRIEL ELECTRONICS. INC.,RF6P-2J17ASE,1.8,28.1
21,GABRIEL ELECTRONICS. INC.,RF8P-2J17A,2.4,30.6
21,GABRIEL ELECTRONICS. INC.,RFF10-17ASE,3.0,32.5
21,GABRIEL ELECTRONICS. INC.,RFF12-17ASE,3.6,34.1
21,GABRIEL ELECTRONICS. INC.,RFF4-17ASE,1.2,24.5
21,GABRIEL ELECTRONICS. INC.,RFF6-17ASE,1.8,28.1
21,GABRIEL ELECTRONICS. INC.,RFF8-17ASE,2.4,30.6
21,MARK ANTENNAS DIV. RSINC.,HP-17A120,3.0,32.5
21,MARK ANTENNAS DIV. RSINC.,HP-17A144,3.6,34.2
21,MARK ANTENNAS DIV. RSINC.,HP-17A48,1.2,24.9
21,MARK ANTENNAS DIV. RSINC.,HP-17A72,1.8,28.4
21,MARK ANTENNAS DIV. RSINC.,HP-17A96,2.4,30.9
21,MARK ANTENNAS DIV. RSINC.,MHP-17B120,3.0,32.7
21,MARK ANTENNAS DIV. RSINC.,MHP-17B144,3.6,34.2
21,MARK ANTENNAS DIV. RSINC.,MHP-17B48,1.2,24.9
21,MARK ANTENNAS DIV. RSINC.,MHP-17B72,1.8,28.5
21,MARK ANTENNAS DIV. RSINC.,P-17A120,3.0,32.8
21,MARK ANTENNAS DIV. RSINC.,P-17A120G,3.0,32.5
21,MARK ANTENNAS DIV. RSINC.,P-17A144G,3.6,34.5
21,MARK ANTENNAS DIV. RSINC.,P-17A24,0.6,18.4
21,MARK ANTENNAS DIV. RSINC.,P-17A36G,0.9,22.0
21,MARK ANTENNAS DIV. RSINC.,P-17A48,1.2,24.9
21,MARK ANTENNAS DIV. RSINC.,P-17A48G-1,1.2,25.1
21,MARK ANTENNAS DIV. RSINC.,P-17A48G-2,1.2,25.1
21,MARK ANTENNAS DIV. RSINC.,P-17A72,1.8,28.4
21,MARK ANTENNAS DIV. RSINC.,P-17A72G,1.8,28.3
21,MARK ANTENNAS DIV. RSINC.,P-17A96,2.4,30.9
21,MARK ANTENNAS DIV. RSINC.,P-17A96G,2.4,30.9
21,ANDREW CORPORATION,GP12F-17,3.6,34.5
21,ANDREW CORPORATION,GP15F-17,4.5,36.4
21,ANDREW CORPORATION,GP6F-17A,1.8,28.5
21,ANDREW CORPORATION,GP8F-17A,2.4,31.0
21,ANDREW CORPORATION,GPL6-17A,1.8,28.6
21,GABRIEL ELECTRONICS. INC.,GHA10W-17,3.0,32.8
21,GABRIEL ELECTRONICS. INC.,GHA10W-17A,3.0,32.8
21,GABRIEL ELECTRONICS. INC.,GHA12W-17,3.6,34.5
21,GABRIEL ELECTRONICS. INC.,GHA12W-17A,3.6,34.5
21,GABRIEL ELECTRONICS. INC.,GHA4W-17,1.2,25.1
21,GABRIEL ELECTRONICS. INC.,GHA4W-17A,1.2,25.0
21,GABRIEL ELECTRONICS. INC.,GHA6W-17,1.8,28.5
21,GABRIEL ELECTRONICS. INC.,GHA6W-17A,1.8,28.5
21,GABRIEL ELECTRONICS. INC.,GHA8W-17,2.4,31.1
21,GABRIEL ELECTRONICS. INC.,GHA8W-17A,2.4,31.0
21,GABRIEL ELECTRONICS. INC.,GHF10W-17,3.0,32.8
21,GABRIEL ELECTRONICS. INC.,GHF10W-17A,3.0,32.8
21,GABRIEL ELECTRONICS. INC.,GHF12W-17,3.6,34.5
21,GABRIEL ELECTRONICS. INC.,GHF12W-17A,3.6,34.5
21,GABRIEL ELECTRONICS. INC.,GHF3W-17,0.9,22.6
21,GABRIEL ELECTRONICS. INC.,GHF4W-17,1.2,25.1
21,GABRIEL ELECTRONICS. INC.,GHF4W-17A,1.2,25.0
21,GABRIEL ELECTRONICS. INC.,GHF6W-17,1.8,28.5
21,GABRIEL ELECTRONICS. INC.,GHF6W-17A,1.8,28.5
21,GABRIEL ELECTRONICS. INC.,GHF8W-17,2.4,31.1
21,GABRIEL ELECTRONICS. INC.,GHF8W-17A,2.4,31.0
21,GABRIEL ELECTRONICS. INC.,HP8W-17,2.4,30.8
21,GABRIEL ELECTRONICS. INC.,HPF4W-17SE,1.2,24.6
21,GABRIEL ELECTRONICS. INC.,HPF8W-17,2.4,30.5
21,GABRIEL ELECTRONICS. INC.,HPF8W-17A,2.4,30.8
21,GABRIEL ELECTRONICS. INC.,RF10W-17A,3.0,32.9
21,GABRIEL ELECTRONICS. INC.,RF12W-17A,3.6,34.6
21,GABRIEL ELECTRONICS. INC.,RF6W-17A,1.8,28.5
21,GABRIEL ELECTRONICS. INC.,RF8W-17A,2.4,31.1
21,GABRIEL ELECTRONICS. INC.,RFF10W-17,3.0,32.9
21,GABRIEL ELECTRONICS. INC.,RFF12W-17,3.6,34.6
21,GABRIEL ELECTRONICS. INC.,RFF4W-17,1.2,25.1
21,GABRIEL ELECTRONICS. INC.,RFF6W-17,1.8,28.6
21,GABRIEL ELECTRONICS. INC.,RFF8W-17,2.4,31.1
21,MARK ANTENNAS DIV. RSINC.,HP-20A120,3.0,33.5
21,MARK ANTENNAS DIV. RSINC.,HP-20A144,3.6,34.7
21,MARK ANTENNAS DIV. RSINC.,HP-20A48,1.2,25.5
21,MARK ANTENNAS DIV. RSINC.,HP-20A72,1.8,29.0
21,MARK ANTENNAS DIV. RSINC.,HP-20A96,2.4,31.5
21,MARK ANTENNAS DIV. RSINC.,MHP-20B120,3.0,33.5
21,MARK ANTENNAS DIV. RSINC.,MHP-20B144,3.6,34.7
21,MARK ANTENNAS DIV. RSINC.,MHP-20B72,1.8,29.1
21,MARK ANTENNAS DIV. RSINC.,MHP-20B96,2.4,31.7
21,MARK ANTENNAS DIV. RSINC.,P-20A120,3.0,33.4
21,MARK ANTENNAS DIV. RSINC.,P-20A120G,3.0,33.0
21,MARK ANTENNAS DIV. RSINC.,P-20A144,3.6,34.7
21,MARK ANTENNAS DIV. RSINC.,P-20A144G,3.6,34.5
21,MARK ANTENNAS DIV. RSINC.,P-20A180G,4.5,36.2
21,MARK ANTENNAS DIV. RSINC.,P-20A24,0.6,19.0
21,MARK ANTENNAS DIV. RSINC.,P-20A36G,0.9,22.6
21,MARK ANTENNAS DIV. RSINC.,P-20A48,1.2,25.5
21,MARK ANTENNAS DIV. RSINC.,P-20A48G-1,1.2,25.8
21,MARK ANTENNAS DIV. RSINC.,P-20A48G-2,1.2,25.8
21,MARK ANTENNAS DIV. RSINC.,P-20A72,1.8,29.0
21,MARK ANTENNAS DIV. RSINC.,P-20A72G,1.8,28.8
21,MARK ANTENNAS DIV. RSINC.,P-20A96,2.4,31.5
21,MARK ANTENNAS DIV. RSINC.,P-20A96G,2.4,31.3
21,ANDREW CORPORATION,FP10F-17,3.0,32.8
21,ANDREW CORPORATION,FP12F-17,3.6,34.3
21,ANDREW CORPORATION,FP8F-17,2.4,30.8
21,ANDREW CORPORATION,FPX10-17,3.0,32.3
21,ANDREW CORPORATION,FPX12-17,3.6,34.0
21,ANDREW CORPORATION,FPX8-17,2.4,30.4
21,ANDREW CORPORATION,GP10F-17A,3.0,32.9
21,ANDREW CORPORATION,GP10F-25A,3.0,35.4
21,ANDREW CORPORATION,GP4F-17,1.2,25.3
21,ANDREW CORPORATION,GP6F-25A,1.8,31.1
21,ANDREW CORPORATION,GP8F-25A,2.4,33.6
21,ANDREW CORPORATION,GPL10-17B,3.0,33.0
21,ANDREW CORPORATION,GPL10-25A,3.0,35.5
21,ANDREW CORPORATION,GPL12-17B,3.6,34.6
21,ANDREW CORPORATION,GPL15-17B,4.5,36.5
21,ANDREW CORPORATION,GPL8-17B,2.4,31.1
21,ANDREW CORPORATION,GPL8-25A,2.4,33.7
21,ANDREW CORPORATION,HP10-17E,3.0,33.2
21,ANDREW CORPORATION,HP10F-17,3.0,33.1
21,ANDREW CORPORATION,HP10F-17C,3.0,33.1
21,ANDREW CORPORATION,HP12-17F,3.6,34.7
21,ANDREW CORPORATION,HP12F-17,3.6,34.6
21,ANDREW CORPORATION,HP15-17E,4.5,36.6
21,ANDREW CORPORATION,HP15F-17,4.5,36.6
21,ANDREW CORPORATION,HP8-17E,2.4,31.2
21,ANDREW CORPORATION,HP8F-17,2.4,31.1
21,ANDREW CORPORATION,KP10-17B,3.0,32.9
21,ANDREW CORPORATION,KP10F-17,3.0,32.8
21,ANDREW CORPORATION,KP13-17B,3.9,35.4
21,ANDREW CORPORATION,KP13F-17,3.9,35.3
21,ANDREW CORPORATION,KP13F-17B,3.9,35.4
21,ANDREW CORPORATION,KP4-17A,1.2,25.6
21,ANDREW CORPORATION,KP4F-17,1.2,25.5
21,ANDREW CORPORATION,KP6-17B,1.8,29.4
21,ANDREW CORPORATION,KP6F-17,1.8,29.3
21,ANDREW CORPORATION,KP6F-17C,1.8,29.4
21,ANDREW CORPORATION,KP8-17B,2.4,31.2
21,ANDREW CORPORATION,KP8F-17,2.4,31.1
21,ANDREW CORPORATION,KP8F-17B,2.4,31.0
21,ANDREW CORPORATION,P12F-17C,3.6,34.6
21,ANDREW CORPORATION,P2F-17,0.6,19.7
21,ANDREW CORPORATION,P4-17C,1.2,24.9
21,ANDREW CORPORATION,P4F-17,1.2,24.8
21,ANDREW CORPORATION,P4F-17C,1.2,24.8
21,ANDREW CORPORATION,P6-17D,1.8,28.7
21,ANDREW CORPORATION,P6F-17D,1.8,28.6
21,ANDREW CORPORATION,PL10-17D,3.0,33.2
21,ANDREW CORPORATION,PL10F-17,3.0,33.1
21,ANDREW CORPORATION,PL12-17F,3.6,34.7
21,ANDREW CORPORATION,PL12F-17,3.6,34.6
21,ANDREW CORPORATION,PL15-17E,4.5,36.6
21,ANDREW CORPORATION,PL15F-17,4.5,36.6
21,ANDREW CORPORATION,PL6-17C,1.8,28.7
21,ANDREW CORPORATION,PL6F-17,1.8,28.6
21,ANDREW CORPORATION,PL8-17D,2.4,31.2
21,ANDREW CORPORATION,PL8F-17,2.4,31.1
21,GABRIEL ELECTRONICS. INC.,GHF4W-19,1.2,25.7
21,ANDREW CORPORATION,GP10F-18A,3.0,33.1
21,ANDREW CORPORATION,GP12F-18,3.6,34.7
21,ANDREW CORPORATION,GP15F-18,4.5,36.6
21,ANDREW CORPORATION,GP6F-18A,1.8,28.7
21,ANDREW CORPORATION,GP8F-18A,2.4,31.2
21,ANDREW CORPORATION,GPL10-18A,3.0,33.1
21,ANDREW CORPORATION,GPL12-18A,3.6,34.7
21,ANDREW CORPORATION,GPL15-18A,4.5,36.6
21,ANDREW CORPORATION,GPL6-18,1.8,28.7
21,ANDREW CORPORATION,GPL8-18A,2.4,31.2
21,ANDREW CORPORATION,HP10-186,3.0,32.7
21,ANDREW CORPORATION,HP10-18A,3.0,33.3
21,ANDREW CORPORATION,HP10F-18,3.0,33.2
21,ANDREW CORPORATION,HP12-18A,3.6,34.8
21,ANDREW CORPORATION,HP12F-18,3.6,34.7
21,ANDREW CORPORATION,HP15-18A,4.5,36.7
21,ANDREW CORPORATION,HP6-18A,1.8,28.8
21,ANDREW CORPORATION,HP6F-18A,1.8,28.7
21,ANDREW CORPORATION,HP8-186,2.4,30.7
21,ANDREW CORPORATION,HP8-18A,2.4,31.3
21,ANDREW CORPORATION,HP8F-18,2.4,31.2
21,ANDREW CORPORATION,P10-186,3.0,32.8
21,ANDREW CORPORATION,P10-186,3.0,32.8
21,ANDREW CORPORATION,P10F-18C,3.0,33.2
21,ANDREW CORPORATION,P4F-18D,1.2,24.8
21,ANDREW CORPORATION,P6F-18C,1.8,28.7
21,ANDREW CORPORATION,P8-186,2.4,30.8
21,ANDREW CORPORATION,P8F-18C,2.4,31.2
21,ANDREW CORPORATION,PL10-18A,3.0,33.3
21,ANDREW CORPORATION,PL12-18A,3.6,34.8
21,ANDREW CORPORATION,PL6-18,1.8,28.8
21,ANDREW CORPORATION,PL8-186C,2.4,31.2
21,ANDREW CORPORATION,PL8-18A,2.4,31.3
21,ANDREW CORPORATION,PXL10-18,3.0,33.1
21,ANDREW CORPORATION,PXL12-18,3.6,34.7
21,ANDREW CORPORATION,PXL8-18,2.4,31.2
21,ANDREW CORPORATION,UHP10-18,3.0,33.0
21,ANDREW CORPORATION,UHP12F-18,3.6,34.7
21,ANDREW CORPORATION,UHP8-18,2.4,31.1
21,GABRIEL ELECTRONICS. INC.,GHA10-18,3.0,33.1
21,GABRIEL ELECTRONICS. INC.,GHA10-18A,3.0,33.1
21,GABRIEL ELECTRONICS. INC.,GHA12-18,3.6,34.7
21,GABRIEL ELECTRONICS. INC.,GHA12-18A,3.6,34.7
21,GABRIEL ELECTRONICS. INC.,GHA4-18,1.2,25.1
21,GABRIEL ELECTRONICS. INC.,GHA6-18,1.8,28.7
21,GABRIEL ELECTRONICS. INC.,GHA6-18A,1.8,28.7
21,GABRIEL ELECTRONICS. INC.,GHA8-18,2.4,31.2
21,GABRIEL ELECTRONICS. INC.,GHA8-18A,2.4,31.2
21,GABRIEL ELECTRONICS. INC.,GHF10-18,3.0,33.1
21,GABRIEL ELECTRONICS. INC.,GHF10-18A,3.0,33.1
21,GABRIEL ELECTRONICS. INC.,GHF12-18,3.6,34.7
21,GABRIEL ELECTRONICS. INC.,GHF12-18A,3.6,34.7
21,GABRIEL ELECTRONICS. INC.,GHF4-18,1.2,25.1
21,GABRIEL ELECTRONICS. INC.,GHF6-18,1.8,28.7
21,GABRIEL ELECTRONICS. INC.,GHF6-18A,1.8,28.7
21,GABRIEL ELECTRONICS. INC.,GHF8-18,2.4,31.2
21,GABRIEL ELECTRONICS. INC.,GHF8-18A,2.4,31.2
21,GABRIEL ELECTRONICS. INC.,HPF12-18A,3.6,34.5
21,GABRIEL ELECTRONICS. INC.,RFD8-264BSE,2.4,30.8
21,GABRIEL ELECTRONICS. INC.,RFF10-18A,3.0,33.2
21,GABRIEL ELECTRONICS. INC.,RFF8-18A,2.4,31.3
21,GABRIEL ELECTRONICS. INC.,USF10-18A,3.0,32.8
21,GABRIEL ELECTRONICS. INC.,USF12-18A,3.6,34.4
21,GABRIEL ELECTRONICS. INC.,USP10-18A,3.0,32.8
21,GABRIEL ELECTRONICS. INC.,USP12-18A,3.6,34.4
21,MARK ANTENNAS DIV. RSINC.,HP-18A120,3.0,33.5
21,MARK ANTENNAS DIV. RSINC.,HP-18A144,3.6,35.1
21,MARK ANTENNAS DIV. RSINC.,HP-18A48,1.2,25.8
21,MARK ANTENNAS DIV. RSINC.,HP-18A72,1.8,29.1
21,MARK ANTENNAS DIV. RSINC.,HP-18A96,2.4,31.8
21,MARK ANTENNAS DIV. RSINC.,MHP-17B96,2.4,31.1
21,MARK ANTENNAS DIV. RSINC.,MHP-18A96D,2.4,31.5
21,MARK ANTENNAS DIV. RSINC.,MHP-18B120,3.0,33.5
21,MARK ANTENNAS DIV. RSINC.,MHP-18B144,3.6,34.7
21,MARK ANTENNAS DIV. RSINC.,MHP-18B48,1.2,25.8
21,MARK ANTENNAS DIV. RSINC.,MHP-18B72,1.8,29.2
21,MARK ANTENNAS DIV. RSINC.,MHP-18B96,2.4,32.0
21,MARK ANTENNAS DIV. RSINC.,MHP-20B48,1.2,25.8
21,MARK ANTENNAS DIV. RSINC.,P-17A144,3.6,34.1
21,MARK ANTENNAS DIV. RSINC.,P-17A180G,4.5,36.2
21,MARK ANTENNAS DIV. RSINC.,P-18A120,3.0,33.5
21,MARK ANTENNAS DIV. RSINC.,P-18A120G,3.0,33.1
21,MARK ANTENNAS DIV. RSINC.,P-18A144,3.6,34.7
21,MARK ANTENNAS DIV. RSINC.,P-18A144G,3.6,34.5
21,MARK ANTENNAS DIV. RSINC.,P-18A180G,4.5,36.7
21,MARK ANTENNAS DIV. RSINC.,P-18A24,0.6,19.1
21,MARK ANTENNAS DIV. RSINC.,P-18A36G,0.9,22.7
21,MARK ANTENNAS DIV. RSINC.,P-18A48,1.2,25.5
21,MARK ANTENNAS DIV. RSINC.,P-18A48G-1,1.2,25.8
21,MARK ANTENNAS DIV. RSINC.,P-18A48G-2,1.2,25.8
21,MARK ANTENNAS DIV. RSINC.,P-18A72,1.8,29.1
21,MARK ANTENNAS DIV. RSINC.,P-18A72G,1.8,28.9
21,MARK ANTENNAS DIV. RSINC.,P-18A96,2.4,31.6
21,MARK ANTENNAS DIV. RSINC.,P-18A96G,2.4,31.4
21,MARK ANTENNAS DIV. RSINC.,PT-18A96,2.4,28.5
21,MARK ANTENNAS DIV. RSINC.,SH-18A72G,1.8,26.1
21,GABRIEL ELECTRONICS. INC.,GHA10-19A,3.0,33.5
21,GABRIEL ELECTRONICS. INC.,GHA6-19A,1.8,29.1
21,GABRIEL ELECTRONICS. INC.,GHA8-19A,2.4,31.6
21,GABRIEL ELECTRONICS. INC.,GHF10-19A,3.0,33.5
21,GABRIEL ELECTRONICS. INC.,GHF6-19A,1.8,29.1
21,GABRIEL ELECTRONICS. INC.,GHF8-19A,2.4,31.6
21,GABRIEL ELECTRONICS. INC.,HP10P-2J19ASE,3.0,33.2
21,GABRIEL ELECTRONICS. INC.,HP12P-2J19ASE,3.6,34.9
21,GABRIEL ELECTRONICS. INC.,HP15P-2J19A,4.5,36.7
21,GABRIEL ELECTRONICS. INC.,HP6P-2J19ASE,1.8,28.8
21,GABRIEL ELECTRONICS. INC.,HP8P-2J19ASE,2.4,31.4
21,GABRIEL ELECTRONICS. INC.,HPF10-19ASE,3.0,33.3
21,GABRIEL ELECTRONICS. INC.,HPF12-19SE,3.6,34.9
21,GABRIEL ELECTRONICS. INC.,HPF15-19,4.5,36.7
21,GABRIEL ELECTRONICS. INC.,HPF6-19ASE,1.8,28.8
21,GABRIEL ELECTRONICS. INC.,HPF8-19ASE,2.4,31.4
21,GABRIEL ELECTRONICS. INC.,RF10P-2J19ASE,3.0,33.6
21,GABRIEL ELECTRONICS. INC.,RF12P-2J19ASE,3.6,35.2
21,GABRIEL ELECTRONICS. INC.,RF4P-2J19ASE,1.2,25.6
21,GABRIEL ELECTRONICS. INC.,RF6P-2J19ASE,1.8,29.2
21,GABRIEL ELECTRONICS. INC.,RF8P-2J19ASE,2.4,31.7
21,GABRIEL ELECTRONICS. INC.,RFF10-19ASE,3.0,33.6
21,GABRIEL ELECTRONICS. INC.,RFF12-19,3.6,35.2
21,GABRIEL ELECTRONICS. INC.,RFF4-19ASE,1.2,25.6
21,GABRIEL ELECTRONICS. INC.,RFF6-19ASE,1.8,29.2
21,GABRIEL ELECTRONICS. INC.,RFF8-19BSE,2.4,31.7
21,MARK ANTENNAS DIV. RSINC.,HP-22A48,1.2,26.4
21,ANDREW CORPORATION,FP10-19E,3.0,33.2
21,ANDREW CORPORATION,FP10F-19,3.0,33.1
21,ANDREW CORPORATION,FP12-19E,3.6,34.8
21,ANDREW CORPORATION,FP12F-19,3.6,34.7
21,ANDREW CORPORATION,FP12F-19D,3.6,34.7
21,ANDREW CORPORATION,FP8-19E,2.4,31.9
21,ANDREW CORPORATION,FP8F-19,2.4,31.4
21,ANDREW CORPORATION,FPX10-19,3.0,33.1
21,ANDREW CORPORATION,FPX10-19A,3.0,33.2
21,ANDREW CORPORATION,FPX12-19,3.6,34.8
21,ANDREW CORPORATION,FPX8-19,2.4,31.2
21,ANDREW CORPORATION,GP10F-19A,3.0,33.8
21,ANDREW CORPORATION,GP12F-19,3.6,35.4
21,ANDREW CORPORATION,GP15F-19,4.5,37.3
21,ANDREW CORPORATION,GP6F-19A,1.8,29.4
21,ANDREW CORPORATION,GP8F-19A,2.4,31.9
21,ANDREW CORPORATION,GPL10-19B,3.0,33.9
21,ANDREW CORPORATION,GPL12-19B,3.6,35.5
21,ANDREW CORPORATION,GPL15-19B,4.5,37.4
21,ANDREW CORPORATION,GPL6-19A,1.8,29.5
21,ANDREW CORPORATION,GPL8-19B,2.4,32.0
21,ANDREW CORPORATION,HP10-19E,3.0,33.9
21,ANDREW CORPORATION,HP10F-19,3.0,33.8
21,ANDREW CORPORATION,HP12-19F,3.6,35.5
21,ANDREW CORPORATION,HP12F-19,3.6,35.4
21,ANDREW CORPORATION,HP15F-19,4.5,37.4
21,ANDREW CORPORATION,HP6-19E,1.8,29.5
21,ANDREW CORPORATION,HP6F-19,1.8,29.4
21,ANDREW CORPORATION,HP6F-19D,1.8,29.4
21,ANDREW CORPORATION,HP8-19E,2.4,32.0
21,ANDREW CORPORATION,HP8F-19,2.4,31.9
21,ANDREW CORPORATION,HPX10-19,3.0,33.9
21,ANDREW CORPORATION,HPX10F-19,3.0,33.9
21,ANDREW CORPORATION,HPX12-19,3.6,35.5
21,ANDREW CORPORATION,HPX12-19E,3.6,35.5
21,ANDREW CORPORATION,HPX15-19,4.5,37.4
21,ANDREW CORPORATION,HPX15-19F,4.5,37.4
21,ANDREW CORPORATION,HPX8-19,2.4,32.0
21,ANDREW CORPORATION,HPX8F-19,2.4,32.0
21,ANDREW CORPORATION,KP10-19B,3.0,33.8
21,ANDREW CORPORATION,KP10F-19,3.0,33.7
21,ANDREW CORPORATION,KP10F-19B,3.0,33.7
